"ID"|"Apellido"|"Cal_Crediticia"|"Genero"|"Edad"|"Tiempo_Cliente"|"Saldo"|"Tarjeta"|"Miembro_Activo"|"Salario"|"Fuera_Del_Banco"|"RangoSaldo"
"15777436"|"Murray"|"710,00"|"Femenino"|"31-40"|"5"|",00"|"Sí"|"No"|"9561.73"|"No"|"0 - 50179.62"
"15676835"|"Anayolisa"|"710,00"|"Masculino"|"31-40"|"1"|",00"|"Sí"|"No"|"168313.17"|"No"|"0 - 50179.62"
"15574206"|"Shillito"|"718,00"|"Femenino"|"31-40"|"7"|",00"|"Sí"|"Sí"|"55100.09"|"No"|"0 - 50179.62"
"15613017"|"McMillan"|"586,00"|"Masculino"|"31-40"|"1"|"149814,54"|"Sí"|"No"|"31830.06"|"No"|"100359.24 - 150538.86"
"15815131"|"Howells"|"617,00"|"Femenino"|"31-40"|"7"|"115617,24"|"Sí"|"Sí"|"71519.4"|"No"|"100359.24 - 150538.86"
"15585455"|"Stewart"|"630,00"|"Masculino"|"21-30"|"9"|",00"|"No"|"No"|"32599.35"|"No"|"0 - 50179.62"
"15692929"|"Ikechukwu"|"791,00"|"Femenino"|"41-50"|"10"|"113657,41"|"No"|"Sí"|"139946.68"|"Sí"|"100359.24 - 150538.86"
"15758081"|"Repina"|"673,00"|"Masculino"|"31-40"|"8"|"138160,00"|"Sí"|"Sí"|"110468.51"|"No"|"100359.24 - 150538.86"
"15667476"|"Cox"|"477,00"|"Femenino"|"31-40"|"3"|"117700,86"|"No"|"No"|"74042"|"No"|"100359.24 - 150538.86"
"15738248"|"Lo"|"662,00"|"Femenino"|"31-40"|"5"|",00"|"Sí"|"No"|"151871.84"|"No"|"0 - 50179.62"
"15672152"|"Grant"|"850,00"|"Masculino"|"31-40"|"9"|"122506,38"|"No"|"Sí"|"199693.84"|"Sí"|"100359.24 - 150538.86"
"15673372"|"Stevenson"|"635,00"|"Femenino"|"51-60"|"1"|",00"|"Sí"|"Sí"|"58907.08"|"Sí"|"0 - 50179.62"
"15587611"|"Kauffmann"|"537,00"|"Masculino"|"51-60"|"9"|",00"|"No"|"No"|"103799.77"|"Sí"|"0 - 50179.62"
"15803415"|"Samsonova"|"579,00"|"Femenino"|"31-40"|"3"|"166501,17"|"Sí"|"No"|"93835.64"|"No"|"150538.86 - 200718.48"
"15715673"|"Niu"|"651,00"|"Femenino"|"41-50"|"4"|"89743,05"|"Sí"|"No"|"156425.57"|"Sí"|"50179.62 - 100359.24"
"15655648"|"Bock"|"610,00"|"Femenino"|"21-30"|"2"|",00"|"Sí"|"No"|"123723.83"|"No"|"0 - 50179.62"
"15763613"|"Barlow"|"581,00"|"Masculino"|"21-30"|"1"|",00"|"Sí"|"No"|"199464.08"|"No"|"0 - 50179.62"
"15660385"|"Stevenson"|"592,00"|"Masculino"|"31-40"|"7"|",00"|"Sí"|"No"|"83084.33"|"No"|"0 - 50179.62"
"15733261"|"Kung"|"688,00"|"Femenino"|"31-40"|"6"|",00"|"Sí"|"No"|"25488.43"|"Sí"|"0 - 50179.62"
"15796231"|"Nwankwo"|"681,00"|"Femenino"|"11-20"|"1"|"98894,39"|"Sí"|"Sí"|"9596.4"|"No"|"50179.62 - 100359.24"
"15624866"|"Brewer"|"658,00"|"Masculino"|"31-40"|"3"|"168735,74"|"No"|"No"|"70370.24"|"No"|"150538.86 - 200718.48"
"15623730"|"Ch'iu"|"792,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"Sí"|"86330.32"|"No"|"0 - 50179.62"
"15668248"|"Quinn"|"528,00"|"Femenino"|"61-70"|"7"|"133201,17"|"No"|"No"|"168507.68"|"Sí"|"100359.24 - 150538.86"
"15694518"|"Kodilinyechukwu"|"624,00"|"Femenino"|"31-40"|"0"|",00"|"Sí"|"No"|"111605.9"|"No"|"0 - 50179.62"
"15638028"|"Ifeanyichukwu"|"562,00"|"Masculino"|"31-40"|"4"|"127237,25"|"No"|"Sí"|"143317.42"|"No"|"100359.24 - 150538.86"
"15795895"|"Yermakova"|"678,00"|"Masculino"|"31-40"|"1"|"117864,85"|"Sí"|"No"|"27619.06"|"No"|"100359.24 - 150538.86"
"15694376"|"Sullivan"|"705,00"|"Femenino"|"61-70"|"3"|"153469,26"|"No"|"No"|"146573.66"|"Sí"|"150538.86 - 200718.48"
"15669204"|"Grant"|"650,00"|"Masculino"|"21-30"|"4"|"93911,30"|"Sí"|"No"|"69055.45"|"No"|"50179.62 - 100359.24"
"15773779"|"Jacka"|"593,00"|"Femenino"|"41-50"|"2"|"76597,79"|"Sí"|"Sí"|"54453.72"|"No"|"50179.62 - 100359.24"
"15580682"|"Tsai"|"652,00"|"Femenino"|"31-40"|"4"|"79927,36"|"Sí"|"Sí"|"33524.6"|"No"|"50179.62 - 100359.24"
"15768530"|"Emery"|"554,00"|"Femenino"|"21-30"|"4"|",00"|"Sí"|"Sí"|"135083.73"|"No"|"0 - 50179.62"
"15672875"|"Piccio"|"584,00"|"Masculino"|"31-40"|"8"|"40172,91"|"Sí"|"Sí"|"137439.34"|"No"|"0 - 50179.62"
"15617082"|"Sanders"|"516,00"|"Masculino"|"31-40"|"7"|"115195,58"|"Sí"|"Sí"|"11205.5"|"No"|"100359.24 - 150538.86"
"15760514"|"Sharp"|"789,00"|"Femenino"|"41-50"|"9"|"116644,29"|"Sí"|"Sí"|"60176.1"|"No"|"100359.24 - 150538.86"
"15761775"|"Myers"|"598,00"|"Masculino"|"11-20"|"8"|"180293,84"|"Sí"|"Sí"|"29552.7"|"No"|"150538.86 - 200718.48"
"15799964"|"Campbell"|"669,00"|"Femenino"|"21-30"|"7"|"139872,81"|"Sí"|"No"|"188795.85"|"No"|"100359.24 - 150538.86"
"15693906"|"Abbott"|"645,00"|"Femenino"|"21-30"|"3"|"34547,82"|"Sí"|"Sí"|"11638.17"|"No"|"0 - 50179.62"
"15739514"|"Preston"|"659,00"|"Femenino"|"31-40"|"9"|",00"|"Sí"|"Sí"|"93155.75"|"No"|"0 - 50179.62"
"15756926"|"Atherton"|"833,00"|"Masculino"|"21-30"|"1"|"96462,25"|"No"|"Sí"|"48986.18"|"No"|"50179.62 - 100359.24"
"15770984"|"Fanucci"|"697,00"|"Femenino"|"31-40"|"7"|"130334,35"|"No"|"Sí"|"116951.1"|"No"|"100359.24 - 150538.86"
"15703979"|"Evans"|"580,00"|"Masculino"|"31-40"|"3"|"119688,81"|"Sí"|"No"|"137041.26"|"No"|"100359.24 - 150538.86"
"15801821"|"Cookson"|"691,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"No"|"44653.5"|"No"|"0 - 50179.62"
"15711028"|"Nnachetam"|"534,00"|"Masculino"|"51-60"|"1"|",00"|"Sí"|"Sí"|"104035.41"|"Sí"|"0 - 50179.62"
"15791842"|"Johnstone"|"478,00"|"Femenino"|"31-40"|"6"|"71187,24"|"Sí"|"Sí"|"110593.62"|"No"|"50179.62 - 100359.24"
"15746127"|"Hort"|"572,00"|"Femenino"|"41-50"|"2"|",00"|"Sí"|"No"|"36099.7"|"No"|"0 - 50179.62"
"15663625"|"Johnson"|"501,00"|"Masculino"|"31-40"|"4"|",00"|"No"|"No"|"12470.3"|"No"|"0 - 50179.62"
"15604891"|"Zaytseva"|"624,00"|"Femenino"|"31-40"|"8"|",00"|"Sí"|"No"|"95403.41"|"No"|"0 - 50179.62"
"15589666"|"Sorokina"|"595,00"|"Femenino"|"31-40"|"9"|"136422,41"|"Sí"|"Sí"|"151757.81"|"No"|"100359.24 - 150538.86"
"15627881"|"Diehl"|"603,00"|"Masculino"|"21-30"|"8"|",00"|"Sí"|"Sí"|"47536.46"|"No"|"0 - 50179.62"
"15664895"|"Onuchukwu"|"602,00"|"Femenino"|"21-30"|"0"|",00"|"Sí"|"Sí"|"101274.17"|"No"|"0 - 50179.62"
"15676094"|"Osonduagwuike"|"500,00"|"Femenino"|"31-40"|"6"|",00"|"Sí"|"Sí"|"140268.45"|"No"|"0 - 50179.62"
"15761720"|"Mead"|"422,00"|"Masculino"|"41-50"|"6"|"153238,88"|"Sí"|"No"|"11663.09"|"No"|"150538.86 - 200718.48"
"15611961"|"Stewart"|"615,00"|"Masculino"|"31-40"|"7"|",00"|"Sí"|"No"|"150784.29"|"No"|"0 - 50179.62"
"15680167"|"Thomson"|"635,00"|"Femenino"|"71+"|"6"|"47536,40"|"Sí"|"Sí"|"119400.08"|"No"|"0 - 50179.62"
"15762543"|"Goliwe"|"711,00"|"Femenino"|"31-40"|"1"|",00"|"Sí"|"No"|"126188.42"|"No"|"0 - 50179.62"
"15658475"|"Lori"|"834,00"|"Masculino"|"31-40"|"8"|"142882,49"|"Sí"|"No"|"89983.02"|"Sí"|"100359.24 - 150538.86"
"15779743"|"Onwuamaeze"|"633,00"|"Femenino"|"41-50"|"7"|",00"|"Sí"|"No"|"29761.29"|"No"|"0 - 50179.62"
"15661532"|"Butusov"|"650,00"|"Femenino"|"31-40"|"1"|"160566,11"|"No"|"No"|"27073.81"|"No"|"150538.86 - 200718.48"
"15782360"|"Rogers"|"743,00"|"Masculino"|"61-70"|"2"|"131935,51"|"Sí"|"Sí"|"96399.67"|"Sí"|"100359.24 - 150538.86"
"15767908"|"Nicholson"|"567,00"|"Masculino"|"31-40"|"6"|"127678,80"|"No"|"No"|"45422.89"|"No"|"100359.24 - 150538.86"
"15677105"|"Rossi"|"706,00"|"Femenino"|"41-50"|"4"|"105214,58"|"Sí"|"No"|"108699.59"|"Sí"|"100359.24 - 150538.86"
"15641474"|"Hall"|"638,00"|"Masculino"|"41-50"|"9"|"139859,54"|"Sí"|"No"|"38967.29"|"No"|"100359.24 - 150538.86"
"15624451"|"Huddart"|"641,00"|"Femenino"|"31-40"|"3"|",00"|"Sí"|"No"|"116466.19"|"No"|"0 - 50179.62"
"15577985"|"Chinomso"|"574,00"|"Femenino"|"31-40"|"5"|"112324,45"|"Sí"|"Sí"|"17993.43"|"No"|"100359.24 - 150538.86"
"15571666"|"Shaw"|"642,00"|"Masculino"|"21-30"|"8"|"134497,27"|"No"|"No"|"43250.54"|"No"|"100359.24 - 150538.86"
"15783691"|"Hargreaves"|"722,00"|"Femenino"|"31-40"|"1"|"120171,58"|"Sí"|"No"|"125240.8"|"No"|"100359.24 - 150538.86"
"15671172"|"Swain"|"623,00"|"Masculino"|"21-30"|"1"|"106012,20"|"No"|"Sí"|"191415.94"|"No"|"100359.24 - 150538.86"
"15731760"|"Butcher"|"681,00"|"Masculino"|"21-30"|"5"|",00"|"No"|"Sí"|"90860.97"|"No"|"0 - 50179.62"
"15585599"|"Stone"|"530,00"|"Femenino"|"31-40"|"8"|",00"|"No"|"Sí"|"141872.52"|"No"|"0 - 50179.62"
"15784958"|"Allan"|"797,00"|"Femenino"|"51-60"|"10"|",00"|"Sí"|"Sí"|"49418.87"|"Sí"|"0 - 50179.62"
"15734524"|"Wang"|"653,00"|"Masculino"|"51-60"|"3"|",00"|"Sí"|"No"|"170426.65"|"Sí"|"0 - 50179.62"
"15614103"|"Colombo"|"850,00"|"Masculino"|"41-50"|"8"|"119839,69"|"No"|"Sí"|"51016.02"|"Sí"|"100359.24 - 150538.86"
"15794895"|"McKay"|"581,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"Sí"|"81175.25"|"No"|"0 - 50179.62"
"15772381"|"Brient"|"589,00"|"Masculino"|"31-40"|"8"|"92219,21"|"Sí"|"No"|"99106.97"|"No"|"50179.62 - 100359.24"
"15710553"|"Yin"|"555,00"|"Masculino"|"41-50"|"3"|"142055,41"|"No"|"Sí"|"79134.78"|"No"|"100359.24 - 150538.86"
"15649292"|"Bellucci"|"748,00"|"Femenino"|"41-50"|"7"|"29602,08"|"No"|"No"|"163550.58"|"Sí"|"0 - 50179.62"
"15792565"|"Duncan"|"745,00"|"Femenino"|"41-50"|"7"|",00"|"Sí"|"Sí"|"67769.94"|"No"|"0 - 50179.62"
"15718245"|"Pirozzi"|"730,00"|"Masculino"|"31-40"|"1"|",00"|"Sí"|"Sí"|"126592.01"|"No"|"0 - 50179.62"
"15703117"|"Findlay"|"565,00"|"Femenino"|"41-50"|"1"|",00"|"No"|"Sí"|"89602.81"|"No"|"0 - 50179.62"
"15758136"|"King"|"778,00"|"Masculino"|"31-40"|"3"|"141803,77"|"No"|"Sí"|"179421.84"|"No"|"100359.24 - 150538.86"
"15799932"|"Iweobiegbunam"|"812,00"|"Masculino"|"21-30"|"10"|",00"|"Sí"|"Sí"|"156906.15"|"No"|"0 - 50179.62"
"15633516"|"Tucker"|"526,00"|"Masculino"|"41-50"|"1"|",00"|"No"|"Sí"|"168486.02"|"No"|"0 - 50179.62"
"15622532"|"Izmailova"|"708,00"|"Femenino"|"41-50"|"0"|"126589,12"|"No"|"Sí"|"132730.07"|"Sí"|"100359.24 - 150538.86"
"15798960"|"Meng"|"680,00"|"Masculino"|"31-40"|"2"|"108393,35"|"No"|"Sí"|"39057.67"|"No"|"100359.24 - 150538.86"
"15698664"|"Liang"|"567,00"|"Masculino"|"41-50"|"2"|"115643,58"|"No"|"No"|"174606.35"|"No"|"100359.24 - 150538.86"
"15703614"|"Hutchinson"|"564,00"|"Masculino"|"41-50"|"5"|"132876,23"|"Sí"|"No"|"79259.77"|"No"|"100359.24 - 150538.86"
"15699195"|"Shen"|"709,00"|"Femenino"|"21-30"|"3"|"110949,41"|"Sí"|"Sí"|"168515.61"|"No"|"100359.24 - 150538.86"
"15710543"|"Okwuoma"|"629,00"|"Masculino"|"41-50"|"1"|"130666,20"|"Sí"|"Sí"|"161125.67"|"Sí"|"100359.24 - 150538.86"
"15695499"|"Chinwemma"|"510,00"|"Femenino"|"41-50"|"10"|"103821,47"|"No"|"Sí"|"77878.62"|"No"|"100359.24 - 150538.86"
"15622321"|"Golubova"|"506,00"|"Femenino"|"31-40"|"3"|",00"|"Sí"|"Sí"|"80823.02"|"No"|"0 - 50179.62"
"15715744"|"Schiavone"|"605,00"|"Masculino"|"31-40"|"7"|",00"|"No"|"Sí"|"119348.28"|"No"|"0 - 50179.62"
"15788151"|"Moore"|"650,00"|"Masculino"|"31-40"|"1"|"132187,73"|"Sí"|"Sí"|"178331.36"|"No"|"100359.24 - 150538.86"
"15687153"|"Graham"|"850,00"|"Masculino"|"41-50"|"8"|"98649,55"|"Sí"|"No"|"119174.88"|"Sí"|"50179.62 - 100359.24"
"15684958"|"Amadi"|"489,00"|"Masculino"|"31-40"|"2"|"126444,08"|"Sí"|"Sí"|"82662.73"|"No"|"100359.24 - 150538.86"
"15706116"|"McKay"|"659,00"|"Femenino"|"21-30"|"8"|"154159,51"|"Sí"|"No"|"40441.1"|"No"|"150538.86 - 200718.48"
"15740557"|"Fedorova"|"753,00"|"Femenino"|"41-50"|"5"|",00"|"Sí"|"No"|"109881.71"|"No"|"0 - 50179.62"
"15707291"|"Percy"|"477,00"|"Masculino"|"41-50"|"8"|"129250,00"|"Sí"|"Sí"|"157937.35"|"No"|"100359.24 - 150538.86"
"15583353"|"Floyd"|"610,00"|"Femenino"|"41-50"|"3"|",00"|"Sí"|"No"|"38276.84"|"Sí"|"0 - 50179.62"
"15761024"|"Long"|"619,00"|"Femenino"|"31-40"|"2"|"167733,51"|"Sí"|"Sí"|"65222.48"|"No"|"150538.86 - 200718.48"
"15630709"|"Castiglione"|"619,00"|"Femenino"|"31-40"|"2"|"56116,30"|"No"|"No"|"2181.94"|"No"|"50179.62 - 100359.24"
"15639590"|"Melendez"|"758,00"|"Femenino"|"21-30"|"3"|"141581,08"|"Sí"|"No"|"156249.06"|"No"|"100359.24 - 150538.86"
"15659399"|"Mazzi"|"516,00"|"Masculino"|"41-50"|"7"|"139675,07"|"Sí"|"No"|"45591.23"|"No"|"100359.24 - 150538.86"
"15567078"|"Kovaleva"|"789,00"|"Femenino"|"21-30"|"8"|"66201,96"|"Sí"|"Sí"|"79458.12"|"No"|"50179.62 - 100359.24"
"15696373"|"Gill"|"687,00"|"Femenino"|"41-50"|"9"|",00"|"No"|"No"|"103042.2"|"Sí"|"0 - 50179.62"
"15786617"|"Arcuri"|"485,00"|"Masculino"|"31-40"|"3"|"133658,24"|"Sí"|"No"|"70209.83"|"No"|"100359.24 - 150538.86"
"15657449"|"Chukwuma"|"446,00"|"Masculino"|"21-30"|"3"|"136202,78"|"Sí"|"No"|"176743.51"|"No"|"100359.24 - 150538.86"
"15672594"|"Stevenson"|"597,00"|"Femenino"|"51-60"|"0"|"131778,08"|"No"|"No"|"10703.53"|"Sí"|"100359.24 - 150538.86"
"15714240"|"Ponomarev"|"712,00"|"Masculino"|"71+"|"5"|",00"|"No"|"No"|"151425.82"|"No"|"0 - 50179.62"
"15782144"|"Gilroy"|"522,00"|"Femenino"|"31-40"|"3"|",00"|"Sí"|"Sí"|"3894.34"|"No"|"0 - 50179.62"
"15665008"|"Sidorov"|"805,00"|"Femenino"|"21-30"|"8"|"42712,87"|"Sí"|"Sí"|"28861.69"|"No"|"0 - 50179.62"
"15581733"|"Bates"|"781,00"|"Femenino"|"21-30"|"4"|",00"|"Sí"|"No"|"177703.15"|"No"|"0 - 50179.62"
"15751392"|"Fanucci"|"689,00"|"Femenino"|"51-60"|"4"|",00"|"Sí"|"No"|"136649.8"|"Sí"|"0 - 50179.62"
"15785815"|"Toscano"|"670,00"|"Masculino"|"31-40"|"1"|"142631,54"|"Sí"|"Sí"|"175894.24"|"No"|"100359.24 - 150538.86"
"15664214"|"Hearn"|"670,00"|"Masculino"|"31-40"|"2"|"141204,65"|"Sí"|"No"|"76257.46"|"No"|"100359.24 - 150538.86"
"15579996"|"Iroawuchi"|"524,00"|"Femenino"|"21-30"|"7"|"131402,21"|"No"|"No"|"193668.49"|"No"|"100359.24 - 150538.86"
"15675252"|"Martin"|"734,00"|"Femenino"|"31-40"|"3"|"92636,96"|"Sí"|"Sí"|"125671.29"|"No"|"50179.62 - 100359.24"
"15579617"|"Sinclair"|"489,00"|"Femenino"|"51-60"|"3"|",00"|"No"|"Sí"|"174098.28"|"Sí"|"0 - 50179.62"
"15593976"|"Swanson"|"578,00"|"Femenino"|"31-40"|"5"|"102088,68"|"No"|"No"|"187866.21"|"Sí"|"100359.24 - 150538.86"
"15716041"|"Chinomso"|"622,00"|"Masculino"|"31-40"|"9"|",00"|"No"|"Sí"|"100862.36"|"No"|"0 - 50179.62"
"15654489"|"Fomin"|"843,00"|"Femenino"|"31-40"|"8"|"134887,53"|"Sí"|"Sí"|"10804.04"|"No"|"100359.24 - 150538.86"
"15736302"|"McKay"|"687,00"|"Masculino"|"41-50"|"4"|",00"|"Sí"|"Sí"|"170893.85"|"No"|"0 - 50179.62"
"15805909"|"Bergamaschi"|"700,00"|"Masculino"|"21-30"|"8"|"159900,38"|"No"|"No"|"22698.56"|"No"|"150538.86 - 200718.48"
"15572762"|"Matveyeva"|"410,00"|"Femenino"|"41-50"|"2"|"102278,79"|"Sí"|"No"|"89822.48"|"No"|"100359.24 - 150538.86"
"15724632"|"Madukaego"|"537,00"|"Femenino"|"41-50"|"0"|",00"|"No"|"Sí"|"175262.49"|"No"|"0 - 50179.62"
"15670416"|"Ferri"|"780,00"|"Femenino"|"41-50"|"0"|",00"|"No"|"Sí"|"15705.27"|"No"|"0 - 50179.62"
"15749528"|"Achebe"|"652,00"|"Masculino"|"51-60"|"6"|",00"|"No"|"Sí"|"170025.43"|"No"|"0 - 50179.62"
"15578783"|"Mai"|"620,00"|"Masculino"|"31-40"|"0"|"76989,97"|"Sí"|"Sí"|"17242.79"|"No"|"50179.62 - 100359.24"
"15580719"|"Davis"|"697,00"|"Femenino"|"21-30"|"10"|",00"|"Sí"|"Sí"|"79734.23"|"No"|"0 - 50179.62"
"15656293"|"Davey"|"786,00"|"Masculino"|"31-40"|"3"|",00"|"Sí"|"No"|"92712.97"|"No"|"0 - 50179.62"
"15691875"|"Tsou"|"850,00"|"Femenino"|"31-40"|"5"|"114491,82"|"Sí"|"No"|"99689.48"|"No"|"100359.24 - 150538.86"
"15596870"|"Marino"|"749,00"|"Masculino"|"51-60"|"3"|"144768,94"|"Sí"|"No"|"93336.3"|"Sí"|"100359.24 - 150538.86"
"15780770"|"Kerr"|"445,00"|"Masculino"|"31-40"|"7"|"145056,59"|"Sí"|"Sí"|"175893.53"|"No"|"100359.24 - 150538.86"
"15751491"|"Hsiao"|"443,00"|"Masculino"|"41-50"|"3"|"117206,30"|"Sí"|"No"|"42840.18"|"Sí"|"100359.24 - 150538.86"
"15706200"|"Graham"|"637,00"|"Masculino"|"41-50"|"2"|"138014,40"|"Sí"|"No"|"140298.24"|"No"|"100359.24 - 150538.86"
"15808674"|"Ejikemeifeuwa"|"616,00"|"Femenino"|"41-50"|"6"|"128352,59"|"Sí"|"Sí"|"144000.59"|"Sí"|"100359.24 - 150538.86"
"15641411"|"Volkova"|"756,00"|"Femenino"|"21-30"|"1"|"112568,31"|"Sí"|"Sí"|"113408.11"|"No"|"100359.24 - 150538.86"
"15764661"|"Wang"|"644,00"|"Masculino"|"31-40"|"2"|",00"|"Sí"|"No"|"96420.58"|"No"|"0 - 50179.62"
"15689492"|"Benjamin"|"850,00"|"Masculino"|"41-50"|"1"|"176958,46"|"No"|"Sí"|"125806.3"|"No"|"150538.86 - 200718.48"
"15602405"|"Ryrie"|"703,00"|"Femenino"|"31-40"|"9"|"99167,54"|"Sí"|"No"|"65720.92"|"No"|"50179.62 - 100359.24"
"15610271"|"Andreev"|"684,00"|"Femenino"|"41-50"|"3"|"103210,27"|"Sí"|"No"|"31002.03"|"No"|"100359.24 - 150538.86"
"15791780"|"Ts'ao"|"706,00"|"Femenino"|"41-50"|"10"|"104478,12"|"No"|"Sí"|"158248.71"|"Sí"|"100359.24 - 150538.86"
"15589147"|"Frolov"|"580,00"|"Masculino"|"61-70"|"8"|"125921,37"|"Sí"|"Sí"|"94677.83"|"No"|"100359.24 - 150538.86"
"15756975"|"Montemayor"|"777,00"|"Femenino"|"31-40"|"3"|",00"|"Sí"|"Sí"|"17257.72"|"No"|"0 - 50179.62"
"15729582"|"Fu"|"676,00"|"Masculino"|"41-50"|"3"|"80697,44"|"No"|"No"|"101397.86"|"No"|"50179.62 - 100359.24"
"15742971"|"Whitehead"|"708,00"|"Femenino"|"41-50"|"2"|"161887,81"|"Sí"|"No"|"84870.23"|"No"|"150538.86 - 200718.48"
"15568046"|"Izuchukwu"|"809,00"|"Masculino"|"21-30"|"7"|"109558,36"|"Sí"|"No"|"183515.13"|"No"|"100359.24 - 150538.86"
"15694890"|"Lai"|"588,00"|"Masculino"|"31-40"|"1"|"124271,26"|"Sí"|"No"|"75969.19"|"No"|"100359.24 - 150538.86"
"15736963"|"Herring"|"623,00"|"Masculino"|"41-50"|"1"|",00"|"Sí"|"Sí"|"146379.3"|"No"|"0 - 50179.62"
"15646490"|"Duffy"|"537,00"|"Masculino"|"41-50"|"1"|"190569,23"|"No"|"Sí"|"127154.8"|"No"|"150538.86 - 200718.48"
"15607314"|"Chiefo"|"536,00"|"Masculino"|"51-60"|"2"|"143923,96"|"Sí"|"No"|"2019.78"|"Sí"|"100359.24 - 150538.86"
"15576745"|"Fyodorov"|"769,00"|"Masculino"|"41-50"|"2"|"96542,16"|"No"|"Sí"|"197885.72"|"No"|"50179.62 - 100359.24"
"15669606"|"Chu"|"690,00"|"Masculino"|"31-40"|"5"|",00"|"Sí"|"No"|"138017.68"|"No"|"0 - 50179.62"
"15737832"|"Robertson"|"771,00"|"Masculino"|"41-50"|"0"|"139825,56"|"No"|"No"|"170984.97"|"Sí"|"100359.24 - 150538.86"
"15681990"|"Palmerston"|"497,00"|"Masculino"|"21-30"|"6"|"111769,14"|"Sí"|"No"|"55859.27"|"No"|"100359.24 - 150538.86"
"15758050"|"Madukwe"|"622,00"|"Masculino"|"31-40"|"4"|",00"|"Sí"|"No"|"4459.5"|"No"|"0 - 50179.62"
"15787848"|"Chinedum"|"602,00"|"Masculino"|"21-30"|"9"|"113672,18"|"No"|"No"|"102135.92"|"No"|"100359.24 - 150538.86"
"15713594"|"French"|"543,00"|"Femenino"|"31-40"|"7"|"147256,86"|"Sí"|"No"|"112771.95"|"No"|"100359.24 - 150538.86"
"15588186"|"Polyakov"|"520,00"|"Masculino"|"41-50"|"7"|"107023,03"|"Sí"|"No"|"32903.93"|"No"|"100359.24 - 150538.86"
"15786739"|"Clements"|"669,00"|"Masculino"|"31-40"|"1"|"125529,55"|"Sí"|"Sí"|"162260.93"|"No"|"100359.24 - 150538.86"
"15699467"|"Connor"|"631,00"|"Femenino"|"41-50"|"0"|",00"|"No"|"No"|"87959.83"|"No"|"0 - 50179.62"
"15680706"|"Balashov"|"537,00"|"Masculino"|"41-50"|"4"|"131834,80"|"Sí"|"No"|"166476.95"|"Sí"|"100359.24 - 150538.86"
"15645717"|"Avdeeva"|"732,00"|"Masculino"|"61-70"|"2"|",00"|"Sí"|"Sí"|"25438.87"|"No"|"0 - 50179.62"
"15748597"|"Chester"|"844,00"|"Masculino"|"51-60"|"5"|"99529,70"|"No"|"Sí"|"157230.06"|"Sí"|"50179.62 - 100359.24"
"15773709"|"Hung"|"838,00"|"Masculino"|"31-40"|"0"|",00"|"No"|"Sí"|"197305.91"|"No"|"0 - 50179.62"
"15629787"|"Tu"|"652,00"|"Masculino"|"21-30"|"10"|"107303,72"|"No"|"No"|"44435.76"|"No"|"100359.24 - 150538.86"
"15661007"|"Thompson"|"660,00"|"Masculino"|"31-40"|"0"|"72783,42"|"No"|"No"|"181051.99"|"No"|"50179.62 - 100359.24"
"15686812"|"Jones"|"692,00"|"Femenino"|"41-50"|"8"|",00"|"No"|"Sí"|"159069.37"|"No"|"0 - 50179.62"
"15754113"|"Li"|"588,00"|"Femenino"|"31-40"|"0"|",00"|"Sí"|"Sí"|"155485.24"|"No"|"0 - 50179.62"
"15749489"|"Denisova"|"533,00"|"Femenino"|"21-30"|"10"|"115743,60"|"No"|"No"|"43852.05"|"No"|"100359.24 - 150538.86"
"15574352"|"Clogstoun"|"850,00"|"Masculino"|"41-50"|"4"|"161256,53"|"Sí"|"Sí"|"140071.57"|"No"|"150538.86 - 200718.48"
"15701281"|"Tan"|"511,00"|"Masculino"|"21-30"|"8"|",00"|"Sí"|"Sí"|"49089.36"|"No"|"0 - 50179.62"
"15811985"|"Power"|"530,00"|"Masculino"|"41-50"|"6"|",00"|"No"|"No"|"55893.37"|"No"|"0 - 50179.62"
"15713505"|"Harriman"|"554,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"Sí"|"192660.55"|"No"|"0 - 50179.62"
"15685653"|"Benson"|"585,00"|"Femenino"|"31-40"|"3"|"162261,01"|"Sí"|"No"|"137028.51"|"No"|"150538.86 - 200718.48"
"15758831"|"Thornton"|"754,00"|"Masculino"|"31-40"|"3"|"74896,33"|"No"|"No"|"34430.16"|"No"|"50179.62 - 100359.24"
"15618774"|"White"|"474,00"|"Masculino"|"51-60"|"3"|",00"|"Sí"|"No"|"108409.17"|"Sí"|"0 - 50179.62"
"15764448"|"Mackenzie"|"837,00"|"Masculino"|"31-40"|"0"|"144037,60"|"Sí"|"No"|"145325.32"|"No"|"100359.24 - 150538.86"
"15611024"|"Kalinina"|"567,00"|"Femenino"|"21-30"|"9"|"93522,20"|"No"|"Sí"|"81425.61"|"No"|"50179.62 - 100359.24"
"15738220"|"Bennet"|"800,00"|"Masculino"|"31-40"|"1"|",00"|"Sí"|"No"|"51553.43"|"No"|"0 - 50179.62"
"15805764"|"Hallahan"|"646,00"|"Masculino"|"11-20"|"10"|",00"|"No"|"Sí"|"52795.15"|"No"|"0 - 50179.62"
"15580487"|"Martin"|"627,00"|"Masculino"|"31-40"|"8"|"106922,92"|"No"|"Sí"|"84270.09"|"No"|"100359.24 - 150538.86"
